,Path,Caption,Link,Username
12,liriostore__\2022-07-06 17.45.34 2876654273342263736_35645162040.jpg,"𝐇𝐞𝐫𝐦𝐨𝐬𝐨𝐬 𝐌𝐚𝐧𝐠𝐚 𝐆𝐥𝐨𝐛𝐨🌼🌼🌼
𝐌𝐞𝐫𝐞𝐜𝐞𝐧 𝐮𝐧 ❤️

Desliza➡️ y verás todos los tonos disponibles😍

Agendando para envios el día Viernes🔥, nuestro catálogo esta en el Link de la Bio ó solicitalo por interno.

💥5.700 x 4💥
Puedes surtir minimo desde 2 unidades por modelo.

Bendiciones en un día frio🥶🥶🥶",https://www.instagram.com/p/Cfr7dMZrxaW/,liriostore__
13,liriostore__\2022-07-03 15.58.49 2874426216325435328_35645162040.jpg,"𝐍𝐞𝐰 𝐀𝐫𝐫𝐢𝐯𝐚𝐥𝐬🥳🥳 𝐃𝐞𝐣𝐚𝐧𝐨𝐬 𝐮𝐧 𝐋𝐢𝐤𝐞❤️‍🔥
𝐃𝐞𝐬𝐥𝐢𝐳𝐚➡️ 𝐲 𝐦𝐢𝐫𝐚 𝐭𝐨𝐝𝐨𝐬 𝐥𝐨𝐬 𝐭𝐨𝐧𝐨𝐬 𝐝𝐞 𝐞𝐬𝐭𝐚 𝐛𝐞𝐥𝐥𝐞𝐳𝐚💥

Revisa ya nuestro catálogo de Whatsapp que están todos los modelos😍

Agendando para envios el día martes❤️‍🔥❤️‍🔥❤️‍🔥

Felíz Domingo💗",https://www.instagram.com/p/CfkA2sNp1fR/,liriostore__
14,liriostore__\2022-07-03 15.58.49 2874426216325423915_35645162040.jpg,"𝐍𝐞𝐰 𝐀𝐫𝐫𝐢𝐯𝐚𝐥𝐬🥳🥳 𝐃𝐞𝐣𝐚𝐧𝐨𝐬 𝐮𝐧 𝐋𝐢𝐤𝐞❤️‍🔥
𝐃𝐞𝐬𝐥𝐢𝐳𝐚➡️ 𝐲 𝐦𝐢𝐫𝐚 𝐭𝐨𝐝𝐨𝐬 𝐥𝐨𝐬 𝐭𝐨𝐧𝐨𝐬 𝐝𝐞 𝐞𝐬𝐭𝐚 𝐛𝐞𝐥𝐥𝐞𝐳𝐚💥

Revisa ya nuestro catálogo de Whatsapp que están todos los modelos😍

Agendando para envios el día martes❤️‍🔥❤️‍🔥❤️‍🔥

Felíz Domingo💗",https://www.instagram.com/p/CfkA2sNp1fR/,liriostore__
15,liriostore__\2022-07-03 15.58.49 2874426216400874126_35645162040.jpg,"𝐍𝐞𝐰 𝐀𝐫𝐫𝐢𝐯𝐚𝐥𝐬🥳🥳 𝐃𝐞𝐣𝐚𝐧𝐨𝐬 𝐮𝐧 𝐋𝐢𝐤𝐞❤️‍🔥
𝐃𝐞𝐬𝐥𝐢𝐳𝐚➡️ 𝐲 𝐦𝐢𝐫𝐚 𝐭𝐨𝐝𝐨𝐬 𝐥𝐨𝐬 𝐭𝐨𝐧𝐨𝐬 𝐝𝐞 𝐞𝐬𝐭𝐚 𝐛𝐞𝐥𝐥𝐞𝐳𝐚💥

Revisa ya nuestro catálogo de Whatsapp que están todos los modelos😍

Agendando para envios el día martes❤️‍🔥❤️‍🔥❤️‍🔥

Felíz Domingo💗",https://www.instagram.com/p/CfkA2sNp1fR/,liriostore__
16,liriostore__\2022-07-03 15.58.49 2874426216333875451_35645162040.jpg,"𝐍𝐞𝐰 𝐀𝐫𝐫𝐢𝐯𝐚𝐥𝐬🥳🥳 𝐃𝐞𝐣𝐚𝐧𝐨𝐬 𝐮𝐧 𝐋𝐢𝐤𝐞❤️‍🔥
𝐃𝐞𝐬𝐥𝐢𝐳𝐚➡️ 𝐲 𝐦𝐢𝐫𝐚 𝐭𝐨𝐝𝐨𝐬 𝐥𝐨𝐬 𝐭𝐨𝐧𝐨𝐬 𝐝𝐞 𝐞𝐬𝐭𝐚 𝐛𝐞𝐥𝐥𝐞𝐳𝐚💥

Revisa ya nuestro catálogo de Whatsapp que están todos los modelos😍

Agendando para envios el día martes❤️‍🔥❤️‍🔥❤️‍🔥

Felíz Domingo💗",https://www.instagram.com/p/CfkA2sNp1fR/,liriostore__
17,liriostore__\2022-07-03 15.58.49 2874426216333718623_35645162040.jpg,"𝐍𝐞𝐰 𝐀𝐫𝐫𝐢𝐯𝐚𝐥𝐬🥳🥳 𝐃𝐞𝐣𝐚𝐧𝐨𝐬 𝐮𝐧 𝐋𝐢𝐤𝐞❤️‍🔥
𝐃𝐞𝐬𝐥𝐢𝐳𝐚➡️ 𝐲 𝐦𝐢𝐫𝐚 𝐭𝐨𝐝𝐨𝐬 𝐥𝐨𝐬 𝐭𝐨𝐧𝐨𝐬 𝐝𝐞 𝐞𝐬𝐭𝐚 𝐛𝐞𝐥𝐥𝐞𝐳𝐚💥

Revisa ya nuestro catálogo de Whatsapp que están todos los modelos😍

Agendando para envios el día martes❤️‍🔥❤️‍🔥❤️‍🔥

Felíz Domingo💗",https://www.instagram.com/p/CfkA2sNp1fR/,liriostore__
18,liriostore__\2022-06-08 11.53.17 2856183168025121883_35645162040.mp4,"𝐂𝐨𝐧𝐟í𝐚 𝐞𝐧 𝐓í 𝐲 𝐞𝐧 𝐭ú 𝐩𝐫𝐨𝐜𝐞𝐬𝐨, 𝐡𝐨𝐲 𝐲𝐚 𝐞𝐫𝐞𝐬 𝐦á𝐬 𝐟𝐮𝐞𝐫𝐭𝐞 𝐪𝐮𝐞 𝐚𝐲𝐞𝐫!!. 𝐀𝐧𝐢𝐦𝐨❤️‍🔥
𝐄𝐭𝐢𝐪𝐮𝐞𝐭𝐚 𝐚 𝐪𝐮𝐢𝐞𝐧 𝐧𝐞𝐜𝐞𝐬𝐢𝐭𝐞 𝐥𝐞𝐞𝐫𝐥𝐨❤️‍🩹

Felíz Miercoles💥",https://www.instagram.com/p/CejM3VnllRb/,liriostore__
19,liriostore__\2022-06-12 15.56.22 2859200002295888351_35645162040.mp4,"𝐅𝐞𝐥í𝐳 𝐃𝐨𝐦𝐢𝐧𝐠𝐨😍 𝐋𝐨𝐬 𝐥𝐢𝐤𝐞𝐬😊❤𝐬𝐨𝐧 𝐠𝐫𝐚𝐭𝐢𝐬!! 
𝐋𝐞𝐬 𝐝𝐞𝐣𝐚𝐦𝐨𝐬 𝐞𝐬𝐭𝐨𝐬 𝐦𝐨𝐝𝐞𝐥𝐢𝐭𝐨𝐬 𝐝𝐢𝐬𝐩𝐨𝐧𝐢𝐛𝐥𝐞𝐬 𝐲𝐚 𝐞𝐧 𝐞𝐥 𝐜𝐚𝐭á𝐥𝐨𝐠𝐨. 𝐏𝐫ó𝐱𝐢𝐦𝐨𝐬 𝐞𝐧𝐯𝐢𝐨𝐬 𝐞𝐥 𝐝í𝐚 𝐦𝐚𝐫𝐭𝐞𝐬, 𝐞𝐬𝐭𝐚𝐦𝐨𝐬 𝐚𝐠𝐞𝐧𝐝𝐚𝐧𝐝𝐨.

El Conjunto es forrado de Polar, cúal es tu modelo favorito??👇

Por mayor desde minimo 2 unidades por modelo💖

Bendiciones🥰",https://www.instagram.com/p/Cet60DepHnf/,liriostore__
20,liriostore__\2022-06-07 19.39.38 2855693185046806381_35645162040.jpg,"Sweater Kilye😍 Exquisitos para estos dias mas helados🥶, muy suaves en Lana, y amamos los tonos disponibles➡️

Abrimos agenda para los envios del día viernes✅️, revisa todos nuestros modelitos en nuestro catálogo de Whatsapp⬆️ (En la Bio ó solicitalo por interno)

Felíz martes😍",https://www.instagram.com/p/CehddOpNCST/,liriostore__
21,liriostore__\2022-06-07 19.39.38 2855693184954450716_35645162040.jpg,"Sweater Kilye😍 Exquisitos para estos dias mas helados🥶, muy suaves en Lana, y amamos los tonos disponibles➡️

Abrimos agenda para los envios del día viernes✅️, revisa todos nuestros modelitos en nuestro catálogo de Whatsapp⬆️ (En la Bio ó solicitalo por interno)

Felíz martes😍",https://www.instagram.com/p/CehddOpNCST/,liriostore__
22,liriostore__\2022-06-25 17.59.14 2868685084048159945_35645162040.mp4,"Hermosas Pijamas😍 Dejanos tu❤️
Amamos este diseño, es super grueso, suave y calentito!!.. vienen en 4 colores pasteles bellos. 

Los próximos despachos son el martes✅️, revisen todos los nuevos ingresos en nuestro catálogo de Whatsapp. Link en Bio👆 ó solicitalo por interno.

Bendiciones💖",https://www.instagram.com/p/CfPneKPJvTJ/,liriostore__
23,liriostore__\2022-06-07 19.39.38 2855693184954335370_35645162040.jpg,"Sweater Kilye😍 Exquisitos para estos dias mas helados🥶, muy suaves en Lana, y amamos los tonos disponibles➡️

Abrimos agenda para los envios del día viernes✅️, revisa todos nuestros modelitos en nuestro catálogo de Whatsapp⬆️ (En la Bio ó solicitalo por interno)

Felíz martes😍",https://www.instagram.com/p/CehddOpNCST/,liriostore__
24,liriostore__\2022-06-07 19.39.38 2855693185096972264_35645162040.jpg,"Sweater Kilye😍 Exquisitos para estos dias mas helados🥶, muy suaves en Lana, y amamos los tonos disponibles➡️

Abrimos agenda para los envios del día viernes✅️, revisa todos nuestros modelitos en nuestro catálogo de Whatsapp⬆️ (En la Bio ó solicitalo por interno)

Felíz martes😍",https://www.instagram.com/p/CehddOpNCST/,liriostore__
25,liriostore__\2022-06-20 16.56.32 2865031684227869104_35645162040.mp4,"Nuevos ingresos❤️‍🔥❤️‍🔥❤️‍🔥 Dejanos un ❤️
Manga Globo Largo❤️ Hermosos y Perfectos para esta temporada💯💯

Revisa todos los modelos disponibles en nuestro catálogo, link en la Bio💟

Felíz Lunes.",https://www.instagram.com/p/CfCoyMgpCmw/,liriostore__
26,liriostore__\2022-06-07 19.39.38 2855693185096950023_35645162040.jpg,"Sweater Kilye😍 Exquisitos para estos dias mas helados🥶, muy suaves en Lana, y amamos los tonos disponibles➡️

Abrimos agenda para los envios del día viernes✅️, revisa todos nuestros modelitos en nuestro catálogo de Whatsapp⬆️ (En la Bio ó solicitalo por interno)

Felíz martes😍",https://www.instagram.com/p/CehddOpNCST/,liriostore__
27,liriostore__\2022-05-25 18.53.54 2846248080958766110_35645162040.jpg,"𝐒𝐰𝐞𝐚𝐭𝐞𝐫 𝐀𝐫𝐢𝐞𝐥😍 𝐋𝐨𝐬 ❤𝐋𝐢𝐤𝐞𝐬 𝐬𝐨𝐧 𝐠𝐫á𝐭𝐢𝐬.

Uno de mis modelos favoritos, la calidad de la tela es maravillosa y són gruesos, el cuello no molesta nada, y están geniales para usar con calzas💯

Nos van quedando las ultimas unidades ya con despacho día viernes.👆 Catálogo en la Bio ó solicitalo por interno💗

Felíz Miercoles💥",https://www.instagram.com/p/Cd_544CLbZV/,liriostore__
28,liriostore__\2022-06-01 19.28.17 2851337197955802321_35645162040.mp4,"𝐍𝐞𝐰 𝐁𝐞𝐚𝐭𝐥𝐞𝐬!!..🥳🥳𝐫𝐞𝐜𝐮𝐞𝐫𝐝𝐚 𝐪𝐮𝐞 𝐩𝐮𝐞𝐝𝐞𝐬 𝐬𝐮𝐫𝐭𝐢𝐫 𝐝𝐞𝐬𝐝𝐞 2 𝐮𝐧𝐢𝐝𝐚𝐝𝐞𝐬 𝐩𝐨𝐫 𝐦𝐨𝐝𝐞𝐥𝐨 𝐲 𝐬𝐢 𝐝𝐞𝐬𝐞𝐚𝐬 𝐥𝐚 𝐦𝐢𝐭𝐚𝐝 𝐝𝐞 𝐭𝐮 𝐩𝐞𝐝𝐢𝐝𝐨 𝐞𝐧 𝐜𝐨𝐥𝐨𝐫.

Agendando para los envios del día viernes😍 Revisa todos nuestros modelos disponibles en el catálogo, link en la Bio ó solicitalo por interno.

Felíz Miercoles❣️",https://www.instagram.com/p/CeR_BMTA2TR/,liriostore__
29,liriostore__\2022-05-28 18.00.25 2848394130168651237_35645162040.mp4,"Nuevos Ingresos😍 Super Top❤
Por mayor desde 2 unidades minimo por modelo. Agenda ya y reserva tu cupo para los envios del martes💯

Felíz Sabado.",https://www.instagram.com/p/CeHh161Ap3l/,liriostore__
30,liriostore__\2022-05-25 18.53.54 2846248080983720995_35645162040.jpg,"𝐒𝐰𝐞𝐚𝐭𝐞𝐫 𝐀𝐫𝐢𝐞𝐥😍 𝐋𝐨𝐬 ❤𝐋𝐢𝐤𝐞𝐬 𝐬𝐨𝐧 𝐠𝐫á𝐭𝐢𝐬.

Uno de mis modelos favoritos, la calidad de la tela es maravillosa y són gruesos, el cuello no molesta nada, y están geniales para usar con calzas💯

Nos van quedando las ultimas unidades ya con despacho día viernes.👆 Catálogo en la Bio ó solicitalo por interno💗

Felíz Miercoles💥",https://www.instagram.com/p/Cd_544CLbZV/,liriostore__
31,liriostore__\2022-05-25 18.53.54 2846248080983963289_35645162040.jpg,"𝐒𝐰𝐞𝐚𝐭𝐞𝐫 𝐀𝐫𝐢𝐞𝐥😍 𝐋𝐨𝐬 ❤𝐋𝐢𝐤𝐞𝐬 𝐬𝐨𝐧 𝐠𝐫á𝐭𝐢𝐬.

Uno de mis modelos favoritos, la calidad de la tela es maravillosa y són gruesos, el cuello no molesta nada, y están geniales para usar con calzas💯

Nos van quedando las ultimas unidades ya con despacho día viernes.👆 Catálogo en la Bio ó solicitalo por interno💗

Felíz Miercoles💥",https://www.instagram.com/p/Cd_544CLbZV/,liriostore__
32,liriostore__\2022-06-05 16.48.04 2854155818740630765_35645162040.mp4,"𝐃𝐨𝐦𝐢𝐧𝐠𝐨 𝐝𝐞... 𝐍𝐮𝐞𝐯𝐨𝐬 𝐢𝐧𝐠𝐫𝐞𝐬𝐨𝐬🥳🥳
𝐑𝐞𝐯𝐢𝐬𝐚 𝐧𝐮𝐞𝐬𝐭𝐫𝐚𝐬 𝐡𝐢𝐬𝐭𝐨𝐫𝐢𝐚𝐬 𝐲 𝐞𝐧𝐜𝐮𝐞𝐧𝐭𝐫𝐚 𝐯𝐢𝐝𝐞𝐢𝐭𝐨𝐬 𝐝𝐞 𝐜𝐚𝐝𝐚 𝐦𝐨𝐝𝐞𝐥𝐨😍

Agendando para los envios del día martes, puedes surtir minimo desde 2 unidades por modelo y 4 en total.

Bendiciones🥰",https://www.instagram.com/p/Ceb_5hdpkTt/,liriostore__
33,liriostore__\2022-05-25 18.53.54 2846248080983961162_35645162040.jpg,"𝐒𝐰𝐞𝐚𝐭𝐞𝐫 𝐀𝐫𝐢𝐞𝐥😍 𝐋𝐨𝐬 ❤𝐋𝐢𝐤𝐞𝐬 𝐬𝐨𝐧 𝐠𝐫á𝐭𝐢𝐬.

Uno de mis modelos favoritos, la calidad de la tela es maravillosa y són gruesos, el cuello no molesta nada, y están geniales para usar con calzas💯

Nos van quedando las ultimas unidades ya con despacho día viernes.👆 Catálogo en la Bio ó solicitalo por interno💗

Felíz Miercoles💥",https://www.instagram.com/p/Cd_544CLbZV/,liriostore__
34,liriostore__\2022-05-25 18.53.54 2846248080992255732_35645162040.jpg,"𝐒𝐰𝐞𝐚𝐭𝐞𝐫 𝐀𝐫𝐢𝐞𝐥😍 𝐋𝐨𝐬 ❤𝐋𝐢𝐤𝐞𝐬 𝐬𝐨𝐧 𝐠𝐫á𝐭𝐢𝐬.

Uno de mis modelos favoritos, la calidad de la tela es maravillosa y són gruesos, el cuello no molesta nada, y están geniales para usar con calzas💯

Nos van quedando las ultimas unidades ya con despacho día viernes.👆 Catálogo en la Bio ó solicitalo por interno💗

Felíz Miercoles💥",https://www.instagram.com/p/Cd_544CLbZV/,liriostore__
35,liriostore__\2022-05-22 12.09.04 2843870003779687101_35645162040.jpg,"🌻¿Estás de acuerdo? Comenta ""Si""!

💬¿Conocés a alguien que necesita leer esto? Mencionalo!👇

Felíz Domingo!!

PD: Les dejamos OFERTAS en las historias🥰",https://www.instagram.com/p/Cd3dLNyrVK9/,liriostore__
36,liriostore__\2022-05-23 11.52.13 2844586215947191165_35645162040.mp4,"𝐅𝐞𝐥í𝐳 𝐋𝐮𝐧𝐞𝐬!!❤
𝐒𝐞𝐠𝐮𝐢𝐦𝐨𝐬 𝐚𝐠𝐞𝐧𝐝𝐚𝐧𝐝𝐨 𝐩𝐚𝐫𝐚 𝐥𝐨𝐬 𝐞𝐧𝐯𝐢𝐨𝐬 𝐝𝐞 𝐦𝐚ñ𝐚𝐧𝐚 𝐦𝐚𝐫𝐭𝐞𝐬💥

Les dejó este hermoso modelito, muy suavecitos y calentitos, no pican nada!!.. en hermosos tonos😍, dispinibles ya en nuestro catálogo de Whatsapp. Link en la Bio👆

Enviamos por Starken, Correo de Chile y Chilexpress. Entregas en Quilicura.",https://www.instagram.com/p/Cd6ABeWgUN9/,liriostore__
37,liriostore__\2022-05-19 11.29.40 2841675840246042630_35645162040.jpg,"𝐁𝐞𝐚𝐭𝐥𝐞 𝐌𝐚𝐧𝐠𝐚 𝐆𝐥𝐨𝐛𝐨😍 𝐒𝐞 𝐦𝐮𝐞𝐫𝐞𝐧 𝐝𝐞 𝐥𝐨 𝐝𝐢𝐯𝐢𝐧𝐨𝐬 𝐪𝐮𝐞 𝐬𝐨𝐧💖 𝐃𝐞𝐣𝐚 𝐭𝐮💖 𝐥𝐢𝐤𝐞.

Son gruesos y Bellos!!.. Da facil hasta una talla XL.

𝐄𝐬𝐭𝐚𝐦𝐨𝐬 𝐚𝐠𝐞𝐧𝐝𝐚𝐧𝐝𝐨 𝐩𝐚𝐫𝐚 𝐥𝐨𝐬 𝐞𝐧𝐯𝐢𝐨𝐬 𝐝𝐞 𝐦𝐚ñ𝐚𝐧𝐚 𝐯𝐢𝐞𝐫𝐧𝐞𝐬🥰 𝐄𝐧𝐯𝐢𝐚𝐦𝐨𝐬 𝐚 𝐭𝐨𝐝𝐨 𝐂𝐡𝐢𝐥𝐞 𝐩𝐨𝐫 𝐒𝐭𝐚𝐫𝐤𝐞𝐧, 𝐂𝐨𝐫𝐫𝐞𝐨 𝐝𝐞 𝐂𝐡𝐢𝐥𝐞 𝐲 𝐂𝐡𝐢𝐥𝐞𝐱𝐩𝐫𝐞𝐬𝐬. 𝐃𝐞𝐥𝐢𝐯𝐞𝐫𝐲 𝐜𝐨𝐧 𝐜𝐚𝐫𝐠𝐨 𝐞𝐧 𝐒𝐚𝐧𝐭𝐢𝐚𝐠𝐨 𝐲 𝐞𝐧𝐭𝐫𝐞𝐠𝐚𝐬 𝐩𝐫𝐞𝐯𝐢𝐨 𝐚𝐜𝐮𝐞𝐫𝐝𝐨 𝐞𝐧 𝐐𝐮𝐢𝐥𝐢𝐜𝐮𝐫𝐚.

Recuerda que puedes surtir desde 2 unidades por modelo🥰 Minimo 4 unidades en total, asi puedes tener variedad con poco presupuesto💯

Te gustarón??.. o eres solo amor de los Beatles Básicos??..👇Comentanos🥰

Felíz Jueves",https://www.instagram.com/p/CdvqSCnrEjK/,liriostore__
38,liriostore__\2022-05-19 11.29.40 2841675839952442056_35645162040.jpg,"𝐁𝐞𝐚𝐭𝐥𝐞 𝐌𝐚𝐧𝐠𝐚 𝐆𝐥𝐨𝐛𝐨😍 𝐒𝐞 𝐦𝐮𝐞𝐫𝐞𝐧 𝐝𝐞 𝐥𝐨 𝐝𝐢𝐯𝐢𝐧𝐨𝐬 𝐪𝐮𝐞 𝐬𝐨𝐧💖 𝐃𝐞𝐣𝐚 𝐭𝐮💖 𝐥𝐢𝐤𝐞.

Son gruesos y Bellos!!.. Da facil hasta una talla XL.

𝐄𝐬𝐭𝐚𝐦𝐨𝐬 𝐚𝐠𝐞𝐧𝐝𝐚𝐧𝐝𝐨 𝐩𝐚𝐫𝐚 𝐥𝐨𝐬 𝐞𝐧𝐯𝐢𝐨𝐬 𝐝𝐞 𝐦𝐚ñ𝐚𝐧𝐚 𝐯𝐢𝐞𝐫𝐧𝐞𝐬🥰 𝐄𝐧𝐯𝐢𝐚𝐦𝐨𝐬 𝐚 𝐭𝐨𝐝𝐨 𝐂𝐡𝐢𝐥𝐞 𝐩𝐨𝐫 𝐒𝐭𝐚𝐫𝐤𝐞𝐧, 𝐂𝐨𝐫𝐫𝐞𝐨 𝐝𝐞 𝐂𝐡𝐢𝐥𝐞 𝐲 𝐂𝐡𝐢𝐥𝐞𝐱𝐩𝐫𝐞𝐬𝐬. 𝐃𝐞𝐥𝐢𝐯𝐞𝐫𝐲 𝐜𝐨𝐧 𝐜𝐚𝐫𝐠𝐨 𝐞𝐧 𝐒𝐚𝐧𝐭𝐢𝐚𝐠𝐨 𝐲 𝐞𝐧𝐭𝐫𝐞𝐠𝐚𝐬 𝐩𝐫𝐞𝐯𝐢𝐨 𝐚𝐜𝐮𝐞𝐫𝐝𝐨 𝐞𝐧 𝐐𝐮𝐢𝐥𝐢𝐜𝐮𝐫𝐚.

Recuerda que puedes surtir desde 2 unidades por modelo🥰 Minimo 4 unidades en total, asi puedes tener variedad con poco presupuesto💯

Te gustarón??.. o eres solo amor de los Beatles Básicos??..👇Comentanos🥰

Felíz Jueves",https://www.instagram.com/p/CdvqSCnrEjK/,liriostore__
